case_id,resource,activity,start_time,end_time
79,Applicant-000001,Applicant completes form,2023-02-16T07:40:51.401,2023-02-16T08:40:51.401
81,Clerk-000004,Return application back to applicant,2023-02-16T08:36:49.217,2023-02-16T08:41:49.217
79,Clerk-000002,Check application form completeness,2023-02-16T08:40:51.401,2023-02-16T08:45:27.334
78,Clerk-000005,Reject application,2023-02-16T08:36:23.448,2023-02-16T08:46:23.448
79,Clerk-000007,Return application back to applicant,2023-02-16T08:45:27.334,2023-02-16T08:50:27.334
82,Clerk-000001,Check application form completeness,2023-02-16T09:00:00.000,2023-02-16T09:02:04.226
82,Appraiser-000001,Appraise property,2023-02-16T09:02:04.226,2023-02-16T09:09:07.440
82,AML Investigator-000001,AML check,2023-02-16T09:02:04.226,2023-02-16T09:22:31.494
80,Applicant-000001,Applicant completes form,2023-02-16T08:40:51.401,2023-02-16T09:40:51.401
80,Clerk-000008,Check application form completeness,2023-02-16T09:40:51.401,2023-02-16T09:45:12.924
80,Clerk-000004,Check credit history,2023-02-16T09:45:12.924,2023-02-16T09:48:27.315
83,Clerk-000003,Check application form completeness,2023-02-16T09:30:00.000,2023-02-16T09:59:30.185
82,Clerk-000006,Check credit history,2023-02-16T09:02:04.226,2023-02-16T10:01:57.161
80,Appraiser-000002,Appraise property,2023-02-16T09:45:12.924,2023-02-16T10:11:51.242
83,AML Investigator-000001,AML check,2023-02-16T09:59:30.185,2023-02-16T10:12:42.478
80,AML Investigator-000002,AML check,2023-02-16T09:45:12.924,2023-02-16T10:18:38.379
83,Appraiser-000001,Appraise property,2023-02-16T09:59:30.185,2023-02-16T10:21:49.386
82,Loan Officer-000001,Assess loan risk,2023-02-16T10:01:57.161,2023-02-16T10:21:57.161
84,Clerk-000005,Check application form completeness,2023-02-16T10:00:00.000,2023-02-16T10:27:49.604
82,Clerk-000007,Reject application,2023-02-16T10:21:57.161,2023-02-16T10:31:57.161
84,AML Investigator-000001,AML check,2023-02-16T10:27:49.604,2023-02-16T10:34:43.685
84,Clerk-000001,Check credit history,2023-02-16T10:27:49.604,2023-02-16T10:36:45.448
80,Loan Officer-000002,Assess loan risk,2023-02-16T10:18:38.379,2023-02-16T10:38:38.379
80,Loan Officer-000004,Design loan offer,2023-02-16T10:38:38.379,2023-02-16T10:39:22.529
85,Clerk-000008,Check application form completeness,2023-02-16T10:30:00.000,2023-02-16T10:40:04.510
79,Applicant-000001,Applicant completes form,2023-02-16T09:40:51.401,2023-02-16T10:40:51.401
84,Appraiser-000002,Appraise property,2023-02-16T10:27:49.604,2023-02-16T10:42:45.087
85,Appraiser-000001,Appraise property,2023-02-16T10:40:04.510,2023-02-16T10:55:11.168
85,AML Investigator-000002,AML check,2023-02-16T10:40:04.510,2023-02-16T10:57:37.766
80,Senior Officer-000001,Approve loan offer,2023-02-16T10:39:22.529,2023-02-16T10:59:22.529
84,Loan Officer-000003,Assess loan risk,2023-02-16T10:42:45.087,2023-02-16T11:02:45.087
80,Clerk-000006,Cancel application,2023-02-16T10:59:22.529,2023-02-16T11:04:22.529
85,Clerk-000004,Check credit history,2023-02-16T10:40:04.510,2023-02-16T11:06:58.947
83,Clerk-000002,Check credit history,2023-02-16T09:59:30.185,2023-02-16T11:12:43.280
84,Loan Officer-000001,Design loan offer,2023-02-16T11:02:45.087,2023-02-16T11:15:00.241
86,Clerk-000005,Check application form completeness,2023-02-16T11:00:00.000,2023-02-16T11:18:35.643
86,Clerk-000007,Check credit history,2023-02-16T11:18:35.643,2023-02-16T11:20:19.569
86,Appraiser-000002,Appraise property,2023-02-16T11:18:35.643,2023-02-16T11:20:42.743
85,Loan Officer-000002,Assess loan risk,2023-02-16T11:06:58.947,2023-02-16T11:26:58.947
83,Loan Officer-000004,Assess loan risk,2023-02-16T11:12:43.280,2023-02-16T11:32:43.280
84,Senior Officer-000002,Approve loan offer,2023-02-16T11:15:00.241,2023-02-16T11:35:00.241
79,Clerk-000003,Check application form completeness,2023-02-16T10:40:51.401,2023-02-16T11:35:44.938
79,Appraiser-000001,Appraise property,2023-02-16T11:35:44.938,2023-02-16T11:36:18.769
85,Clerk-000001,Reject application,2023-02-16T11:26:58.947,2023-02-16T11:36:58.947
87,Clerk-000008,Check application form completeness,2023-02-16T11:30:00.000,2023-02-16T11:39:06.013
79,Clerk-000002,Check credit history,2023-02-16T11:35:44.938,2023-02-16T11:39:33.888
84,Clerk-000004,Approve application,2023-02-16T11:35:00.241,2023-02-16T11:40:00.241
81,Applicant-000001,Applicant completes form,2023-02-16T10:40:51.401,2023-02-16T11:40:51.401
81,Clerk-000007,Check application form completeness,2023-02-16T11:40:51.401,2023-02-16T11:42:41.596
83,Clerk-000006,Reject application,2023-02-16T11:32:43.280,2023-02-16T11:42:43.280
87,Appraiser-000002,Appraise property,2023-02-16T11:39:06.013,2023-02-16T11:43:08.401
81,Appraiser-000001,Appraise property,2023-02-16T11:42:41.596,2023-02-16T11:51:34.951
87,Clerk-000005,Check credit history,2023-02-16T11:39:06.013,2023-02-16T11:56:22.202
88,Clerk-000001,Check application form completeness,2023-02-16T12:00:00.000,2023-02-16T12:11:02.123
88,Clerk-000008,Return application back to applicant,2023-02-16T12:11:02.123,2023-02-16T12:16:02.123
81,Clerk-000003,Check credit history,2023-02-16T11:42:41.596,2023-02-16T12:16:14.562
79,AML Investigator-000002,AML check,2023-02-16T11:35:44.938,2023-02-16T12:48:55.465
89,Clerk-000002,Check application form completeness,2023-02-16T12:30:00.000,2023-02-16T12:51:34.923
90,Clerk-000007,Check application form completeness,2023-02-16T13:00:00.000,2023-02-16T13:03:35.649
90,Clerk-000006,Check credit history,2023-02-16T13:03:35.649,2023-02-16T13:07:35.361
79,Loan Officer-000003,Assess loan risk,2023-02-16T12:48:55.465,2023-02-16T13:08:55.465
88,Applicant-000001,Applicant completes form,2023-02-16T12:16:02.123,2023-02-16T13:16:02.123
79,Clerk-000005,Reject application,2023-02-16T13:08:55.465,2023-02-16T13:18:55.465
90,Appraiser-000001,Appraise property,2023-02-16T13:03:35.649,2023-02-16T13:25:26.360
89,Appraiser-000002,Appraise property,2023-02-16T12:51:34.923,2023-02-16T13:28:05.032
86,AML Investigator-000001,AML check,2023-02-16T11:18:35.643,2023-02-16T13:36:28.679
91,Clerk-000008,Check application form completeness,2023-02-16T13:30:00.000,2023-02-16T13:36:53.397
88,Clerk-000001,Check application form completeness,2023-02-16T13:16:02.123,2023-02-16T13:42:06.566
89,Clerk-000004,Check credit history,2023-02-16T12:51:34.923,2023-02-16T13:43:49.599
87,AML Investigator-000001,AML check,2023-02-16T13:36:28.679,2023-02-16T13:47:58.451
91,Appraiser-000001,Appraise property,2023-02-16T13:36:53.397,2023-02-16T13:48:08.517
88,Clerk-000002,Check credit history,2023-02-16T13:42:06.566,2023-02-16T13:48:53.812
81,AML Investigator-000002,AML check,2023-02-16T12:48:55.465,2023-02-16T13:52:41.445
86,Loan Officer-000001,Assess loan risk,2023-02-16T13:36:28.679,2023-02-16T13:56:28.679
89,AML Investigator-000002,AML check,2023-02-16T13:52:41.445,2023-02-16T14:01:29.590
87,Loan Officer-000002,Assess loan risk,2023-02-16T13:47:58.451,2023-02-16T14:07:58.451
90,AML Investigator-000002,AML check,2023-02-16T14:01:29.590,2023-02-16T14:08:56.784
81,Loan Officer-000004,Assess loan risk,2023-02-16T13:52:41.445,2023-02-16T14:12:41.445
87,Loan Officer-000002,Design loan offer,2023-02-16T14:07:58.451,2023-02-16T14:17:38.773
91,AML Investigator-000002,AML check,2023-02-16T14:08:56.784,2023-02-16T14:19:42.514
89,Loan Officer-000001,Assess loan risk,2023-02-16T14:01:29.590,2023-02-16T14:21:29.590
92,Clerk-000007,Check application form completeness,2023-02-16T14:00:00.000,2023-02-16T14:24:44.037
92,Appraiser-000001,Appraise property,2023-02-16T14:24:44.037,2023-02-16T14:25:03.946
88,Appraiser-000002,Appraise property,2023-02-16T13:42:06.566,2023-02-16T14:26:20.065
90,Loan Officer-000004,Assess loan risk,2023-02-16T14:12:41.445,2023-02-16T14:32:41.445
81,Loan Officer-000002,Design loan offer,2023-02-16T14:17:38.773,2023-02-16T14:33:54.453
89,Loan Officer-000001,Design loan offer,2023-02-16T14:21:29.590,2023-02-16T14:34:00.156
88,AML Investigator-000001,AML check,2023-02-16T13:47:58.451,2023-02-16T14:34:31.149
87,Senior Officer-000001,Approve loan offer,2023-02-16T14:17:38.773,2023-02-16T14:37:38.773
86,Loan Officer-000003,Design loan offer,2023-02-16T13:56:28.679,2023-02-16T14:38:04.912
90,Loan Officer-000004,Design loan offer,2023-02-16T14:32:41.445,2023-02-16T14:39:12.205
87,Clerk-000008,Approve application,2023-02-16T14:37:38.773,2023-02-16T14:42:38.773
91,Clerk-000003,Check credit history,2023-02-16T13:36:53.397,2023-02-16T14:47:24.296
81,Senior Officer-000002,Approve loan offer,2023-02-16T14:33:54.453,2023-02-16T14:53:54.453
88,Loan Officer-000002,Assess loan risk,2023-02-16T14:34:31.149,2023-02-16T14:54:31.149
93,Clerk-000005,Check application form completeness,2023-02-16T14:30:00.000,2023-02-16T14:56:34.630
89,Senior Officer-000001,Approve loan offer,2023-02-16T14:37:38.773,2023-02-16T14:57:38.773
81,Clerk-000001,Cancel application,2023-02-16T14:53:54.453,2023-02-16T14:58:54.453
89,Clerk-000007,Cancel application,2023-02-16T14:57:38.773,2023-02-17T07:02:38.773
88,Clerk-000004,Reject application,2023-02-16T14:54:31.149,2023-02-17T07:04:31.149
91,Loan Officer-000001,Assess loan risk,2023-02-16T14:47:24.296,2023-02-17T07:07:24.296
94,Clerk-000008,Check application form completeness,2023-02-16T15:00:00.000,2023-02-17T07:11:31.486
86,Senior Officer-000002,Approve loan offer,2023-02-16T14:53:54.453,2023-02-17T07:13:54.453
94,Clerk-000005,Return application back to applicant,2023-02-17T07:11:31.486,2023-02-17T07:16:31.486
91,Clerk-000003,Reject application,2023-02-17T07:07:24.296,2023-02-17T07:17:24.296
90,Senior Officer-000001,Approve loan offer,2023-02-16T14:57:38.773,2023-02-17T07:17:38.773
86,Clerk-000001,Approve application,2023-02-17T07:13:54.453,2023-02-17T07:18:54.453
90,Clerk-000007,Cancel application,2023-02-17T07:17:38.773,2023-02-17T07:22:38.773
93,AML Investigator-000001,AML check,2023-02-16T14:56:34.630,2023-02-17T07:23:33.206
93,Clerk-000002,Check credit history,2023-02-16T14:56:34.630,2023-02-17T07:23:37.142
95,Clerk-000004,Check application form completeness,2023-02-17T07:30:00.000,2023-02-17T07:30:36.851
95,Appraiser-000002,Appraise property,2023-02-17T07:30:36.851,2023-02-17T07:33:55.743
95,AML Investigator-000001,AML check,2023-02-17T07:30:36.851,2023-02-17T07:39:01.531
95,Clerk-000008,Check credit history,2023-02-17T07:30:36.851,2023-02-17T07:47:13.976
96,Clerk-000005,Check application form completeness,2023-02-17T08:00:00.000,2023-02-17T08:02:29.214
96,Clerk-000003,Check credit history,2023-02-17T08:02:29.214,2023-02-17T08:06:07.558
95,Loan Officer-000003,Assess loan risk,2023-02-17T07:47:13.976,2023-02-17T08:07:13.976
92,AML Investigator-000002,AML check,2023-02-16T14:24:44.037,2023-02-17T08:08:38.603
92,Clerk-000006,Check credit history,2023-02-16T14:24:44.037,2023-02-17T08:12:24.087
94,Applicant-000001,Applicant completes form,2023-02-17T07:16:31.486,2023-02-17T08:16:31.486
93,Appraiser-000001,Appraise property,2023-02-16T14:56:34.630,2023-02-17T08:16:31.997
94,Clerk-000001,Check application form completeness,2023-02-17T08:16:31.486,2023-02-17T08:21:21.772
94,Appraiser-000001,Appraise property,2023-02-17T08:21:21.772,2023-02-17T08:24:26.642
95,Loan Officer-000004,Design loan offer,2023-02-17T08:07:13.976,2023-02-17T08:29:37.504
94,AML Investigator-000002,AML check,2023-02-17T08:21:21.772,2023-02-17T08:30:49.699
92,Loan Officer-000002,Assess loan risk,2023-02-17T08:12:24.087,2023-02-17T08:32:24.087
97,Clerk-000002,Check application form completeness,2023-02-17T08:30:00.000,2023-02-17T08:35:45.201
93,Loan Officer-000001,Assess loan risk,2023-02-17T08:16:31.997,2023-02-17T08:36:31.997
92,Loan Officer-000003,Design loan offer,2023-02-17T08:32:24.087,2023-02-17T08:40:08.093
97,Clerk-000004,Return application back to applicant,2023-02-17T08:35:45.201,2023-02-17T08:40:45.201
96,AML Investigator-000001,AML check,2023-02-17T08:02:29.214,2023-02-17T08:44:20.531
96,Appraiser-000002,Appraise property,2023-02-17T08:02:29.214,2023-02-17T08:47:26.447
95,Senior Officer-000002,Approve loan offer,2023-02-17T08:29:37.504,2023-02-17T08:49:37.504
95,Clerk-000008,Approve application,2023-02-17T08:49:37.504,2023-02-17T08:54:37.504
92,Senior Officer-000001,Approve loan offer,2023-02-17T08:40:08.093,2023-02-17T09:00:08.093
93,Loan Officer-000004,Design loan offer,2023-02-17T08:36:31.997,2023-02-17T09:00:33.835
92,Clerk-000003,Cancel application,2023-02-17T09:00:08.093,2023-02-17T09:05:08.093
96,Loan Officer-000002,Assess loan risk,2023-02-17T08:47:26.447,2023-02-17T09:07:26.447
98,Clerk-000005,Check application form completeness,2023-02-17T09:00:00.000,2023-02-17T09:10:53.909
98,Appraiser-000001,Appraise property,2023-02-17T09:10:53.909,2023-02-17T09:18:25.749
93,Senior Officer-000002,Approve loan offer,2023-02-17T09:00:33.835,2023-02-17T09:20:33.835
93,Clerk-000001,Cancel application,2023-02-17T09:20:33.835,2023-02-17T09:25:33.835
96,Loan Officer-000001,Design loan offer,2023-02-17T09:07:26.447,2023-02-17T09:29:24.732
99,Clerk-000002,Check application form completeness,2023-02-17T09:30:00.000,2023-02-17T09:32:27.676
98,AML Investigator-000002,AML check,2023-02-17T09:10:53.909,2023-02-17T09:33:09.546
94,Clerk-000007,Check credit history,2023-02-17T08:21:21.772,2023-02-17T09:33:54.938
98,Clerk-000006,Check credit history,2023-02-17T09:10:53.909,2023-02-17T09:34:31.967
99,Appraiser-000002,Appraise property,2023-02-17T09:32:27.676,2023-02-17T09:34:53.556
97,Applicant-000001,Applicant completes form,2023-02-17T08:40:45.201,2023-02-17T09:40:45.201
96,Senior Officer-000001,Approve loan offer,2023-02-17T09:29:24.732,2023-02-17T09:49:24.732
94,Loan Officer-000003,Assess loan risk,2023-02-17T09:33:54.938,2023-02-17T09:53:54.938
96,Clerk-000003,Cancel application,2023-02-17T09:49:24.732,2023-02-17T09:54:24.732
98,Loan Officer-000004,Assess loan risk,2023-02-17T09:34:31.967,2023-02-17T09:54:31.967
94,Clerk-000005,Reject application,2023-02-17T09:53:54.938,2023-02-17T10:03:54.938
98,Clerk-000001,Reject application,2023-02-17T09:54:31.967,2023-02-17T10:04:31.967
100,Clerk-000002,Check application form completeness,2023-02-17T10:00:00.000,2023-02-17T10:14:42.004
99,AML Investigator-000001,AML check,2023-02-17T09:32:27.676,2023-02-17T10:15:53.445
97,Clerk-000008,Check application form completeness,2023-02-17T09:40:45.201,2023-02-17T10:19:55.149
97,Clerk-000006,Return application back to applicant,2023-02-17T10:19:55.149,2023-02-17T10:24:55.149
100,Clerk-000007,Check credit history,2023-02-17T10:14:42.004,2023-02-17T10:28:25.390
101,Clerk-000003,Check application form completeness,2023-02-17T10:30:00.000,2023-02-17T10:43:51.296
101,Clerk-000005,Return application back to applicant,2023-02-17T10:43:51.296,2023-02-17T10:48:51.296
99,Clerk-000004,Check credit history,2023-02-17T09:32:27.676,2023-02-17T11:04:26.355
102,Clerk-000001,Check application form completeness,2023-02-17T11:00:00.000,2023-02-17T11:05:21.175
102,AML Investigator-000001,AML check,2023-02-17T11:05:21.175,2023-02-17T11:14:20.258
102,Appraiser-000002,Appraise property,2023-02-17T11:05:21.175,2023-02-17T11:16:47.744
99,Loan Officer-000002,Assess loan risk,2023-02-17T11:04:26.355,2023-02-17T11:24:26.355
97,Applicant-000001,Applicant completes form,2023-02-17T10:24:55.149,2023-02-17T11:24:55.149
97,Clerk-000006,Check application form completeness,2023-02-17T11:24:55.149,2023-02-17T11:26:11.210
102,Clerk-000002,Check credit history,2023-02-17T11:05:21.175,2023-02-17T11:30:00.406
100,Appraiser-000001,Appraise property,2023-02-17T10:14:42.004,2023-02-17T11:32:04.498
99,Clerk-000008,Reject application,2023-02-17T11:24:26.355,2023-02-17T11:34:26.355
97,Clerk-000007,Check credit history,2023-02-17T11:26:11.210,2023-02-17T11:42:43.645
102,Loan Officer-000001,Assess loan risk,2023-02-17T11:30:00.406,2023-02-17T11:50:00.406
97,AML Investigator-000001,AML check,2023-02-17T11:26:11.210,2023-02-17T11:54:40.418
103,Clerk-000003,Check application form completeness,2023-02-17T11:30:00.000,2023-02-17T12:01:33.765
104,Clerk-000005,Check application form completeness,2023-02-17T12:00:00.000,2023-02-17T12:01:52.965
104,Clerk-000001,Check credit history,2023-02-17T12:01:52.965,2023-02-17T12:05:03.288
100,AML Investigator-000002,AML check,2023-02-17T10:14:42.004,2023-02-17T12:13:42.570
102,Loan Officer-000003,Design loan offer,2023-02-17T11:50:00.406,2023-02-17T12:17:57.914
104,AML Investigator-000002,AML check,2023-02-17T12:13:42.570,2023-02-17T12:18:55.372
101,Applicant-000001,Applicant completes form,2023-02-17T11:24:55.149,2023-02-17T12:24:55.149
100,Loan Officer-000004,Assess loan risk,2023-02-17T12:13:42.570,2023-02-17T12:33:42.570
105,Clerk-000002,Check application form completeness,2023-02-17T12:30:00.000,2023-02-17T12:33:53.934
102,Senior Officer-000002,Approve loan offer,2023-02-17T12:17:57.914,2023-02-17T12:37:57.914
103,Clerk-000004,Check credit history,2023-02-17T12:01:33.765,2023-02-17T12:40:53.067
102,Clerk-000003,Cancel application,2023-02-17T12:37:57.914,2023-02-17T12:42:57.914
100,Clerk-000008,Reject application,2023-02-17T12:33:42.570,2023-02-17T12:43:42.570
105,Clerk-000007,Check credit history,2023-02-17T12:33:53.934,2023-02-17T12:58:46.576
105,AML Investigator-000002,AML check,2023-02-17T12:33:53.934,2023-02-17T13:01:21.925
103,Appraiser-000001,Appraise property,2023-02-17T12:01:33.765,2023-02-17T13:13:44.735
103,AML Investigator-000001,AML check,2023-02-17T12:01:33.765,2023-02-17T13:13:45.185
106,Clerk-000005,Check application form completeness,2023-02-17T13:00:00.000,2023-02-17T13:25:09.968
104,Appraiser-000001,Appraise property,2023-02-17T13:13:44.735,2023-02-17T13:26:01.394
103,Loan Officer-000002,Assess loan risk,2023-02-17T13:13:45.185,2023-02-17T13:33:45.185
97,Appraiser-000002,Appraise property,2023-02-17T11:26:11.210,2023-02-17T13:35:07.432
103,Loan Officer-000003,Design loan offer,2023-02-17T13:33:45.185,2023-02-17T13:35:45.735
104,Loan Officer-000001,Assess loan risk,2023-02-17T13:26:01.394,2023-02-17T13:46:01.394
104,Loan Officer-000002,Design loan offer,2023-02-17T13:46:01.394,2023-02-17T13:46:05.938
107,Clerk-000002,Check application form completeness,2023-02-17T13:30:00.000,2023-02-17T13:48:34.255
106,Appraiser-000002,Appraise property,2023-02-17T13:35:07.432,2023-02-17T13:49:09.576
97,Loan Officer-000004,Assess loan risk,2023-02-17T13:35:07.432,2023-02-17T13:55:07.432
103,Senior Officer-000001,Approve loan offer,2023-02-17T13:35:45.735,2023-02-17T13:55:45.735
106,Clerk-000001,Check credit history,2023-02-17T13:25:09.968,2023-02-17T13:56:34.023
103,Clerk-000008,Cancel application,2023-02-17T13:55:45.735,2023-02-17T14:00:45.735
108,Clerk-000007,Check application form completeness,2023-02-17T14:00:00.000,2023-02-17T14:01:58.539
105,Appraiser-000001,Appraise property,2023-02-17T13:26:01.394,2023-02-17T14:02:28.411
106,AML Investigator-000002,AML check,2023-02-17T13:25:09.968,2023-02-17T14:02:29.292
97,Clerk-000003,Reject application,2023-02-17T13:55:07.432,2023-02-17T14:05:07.432
104,Senior Officer-000002,Approve loan offer,2023-02-17T13:46:05.938,2023-02-17T14:06:05.938
107,Appraiser-000002,Appraise property,2023-02-17T13:49:09.576,2023-02-17T14:07:47.482
107,AML Investigator-000001,AML check,2023-02-17T13:48:34.255,2023-02-17T14:09:37.386
107,Clerk-000004,Check credit history,2023-02-17T13:48:34.255,2023-02-17T14:10:55.352
104,Clerk-000002,Cancel application,2023-02-17T14:06:05.938,2023-02-17T14:11:05.938
108,AML Investigator-000002,AML check,2023-02-17T14:02:29.292,2023-02-17T14:20:15.135
101,Clerk-000006,Check application form completeness,2023-02-17T12:24:55.149,2023-02-17T14:21:05.001
101,AML Investigator-000001,AML check,2023-02-17T14:21:05.001,2023-02-17T14:21:31.452
105,Loan Officer-000003,Assess loan risk,2023-02-17T14:02:28.411,2023-02-17T14:22:28.411
106,Loan Officer-000001,Assess loan risk,2023-02-17T14:02:29.292,2023-02-17T14:22:29.292
108,Appraiser-000001,Appraise property,2023-02-17T14:02:28.411,2023-02-17T14:24:13.725
101,Appraiser-000002,Appraise property,2023-02-17T14:21:05.001,2023-02-17T14:26:46.256
107,Loan Officer-000002,Assess loan risk,2023-02-17T14:10:55.352,2023-02-17T14:30:55.352
106,Loan Officer-000003,Design loan offer,2023-02-17T14:22:29.292,2023-02-17T14:31:40.556
109,Clerk-000008,Check application form completeness,2023-02-17T14:30:00.000,2023-02-17T14:32:41.148
101,Clerk-000001,Check credit history,2023-02-17T14:21:05.001,2023-02-17T14:32:57.490
109,Clerk-000003,Check credit history,2023-02-17T14:32:41.148,2023-02-17T14:33:26.263
108,Clerk-000005,Check credit history,2023-02-17T14:01:58.539,2023-02-17T14:34:49.012
107,Clerk-000007,Reject application,2023-02-17T14:30:55.352,2023-02-17T14:40:55.352
109,Appraiser-000001,Appraise property,2023-02-17T14:32:41.148,2023-02-17T14:42:00.986
109,AML Investigator-000002,AML check,2023-02-17T14:32:41.148,2023-02-17T14:49:01.999
106,Senior Officer-000001,Approve loan offer,2023-02-17T14:31:40.556,2023-02-17T14:51:40.556
101,Loan Officer-000001,Assess loan risk,2023-02-17T14:32:57.490,2023-02-17T14:52:57.490
108,Loan Officer-000002,Assess loan risk,2023-02-17T14:34:49.012,2023-02-17T14:54:49.012
106,Clerk-000004,Approve application,2023-02-17T14:51:40.556,2023-02-17T14:56:40.556
108,Loan Officer-000001,Design loan offer,2023-02-17T14:54:49.012,2023-02-17T14:58:17.283
101,Clerk-000002,Reject application,2023-02-17T14:52:57.490,2023-02-20T07:02:57.490
109,Loan Officer-000003,Assess loan risk,2023-02-17T14:49:01.999,2023-02-20T07:09:01.999
110,Clerk-000006,Check application form completeness,2023-02-17T15:00:00.000,2023-02-20T07:13:33.826
110,AML Investigator-000001,AML check,2023-02-20T07:13:33.826,2023-02-20T07:13:44.011
108,Senior Officer-000002,Approve loan offer,2023-02-17T14:58:17.283,2023-02-20T07:18:17.283
109,Loan Officer-000002,Design loan offer,2023-02-20T07:09:01.999,2023-02-20T07:19:08.079
105,Loan Officer-000004,Design loan offer,2023-02-17T14:22:28.411,2023-02-20T07:22:47.531
108,Clerk-000001,Cancel application,2023-02-20T07:18:17.283,2023-02-20T07:23:17.283
110,Clerk-000008,Check credit history,2023-02-20T07:13:33.826,2023-02-20T07:25:08.853
109,Senior Officer-000001,Approve loan offer,2023-02-20T07:19:08.079,2023-02-20T07:39:08.079
105,Senior Officer-000002,Approve loan offer,2023-02-20T07:22:47.531,2023-02-20T07:42:47.531
109,Clerk-000005,Cancel application,2023-02-20T07:39:08.079,2023-02-20T07:44:08.079
105,Clerk-000007,Approve application,2023-02-20T07:42:47.531,2023-02-20T07:47:47.531
111,Clerk-000003,Check application form completeness,2023-02-20T07:30:00.000,2023-02-20T07:51:59.356
110,Appraiser-000002,Appraise property,2023-02-20T07:13:33.826,2023-02-20T07:58:17.213
112,Clerk-000002,Check application form completeness,2023-02-20T08:00:00.000,2023-02-20T08:07:52.463
111,AML Investigator-000002,AML check,2023-02-20T07:51:59.356,2023-02-20T08:15:15.391
110,Loan Officer-000001,Assess loan risk,2023-02-20T07:58:17.213,2023-02-20T08:18:17.213
110,Clerk-000001,Reject application,2023-02-20T08:18:17.213,2023-02-20T08:28:17.213
113,Clerk-000008,Check application form completeness,2023-02-20T08:30:00.000,2023-02-20T08:30:04.037
112,Appraiser-000002,Appraise property,2023-02-20T08:07:52.463,2023-02-20T08:48:58.064
113,AML Investigator-000002,AML check,2023-02-20T08:30:04.037,2023-02-20T08:54:06.658
112,Clerk-000006,Check credit history,2023-02-20T08:07:52.463,2023-02-20T08:54:10.098
114,Clerk-000007,Check application form completeness,2023-02-20T09:00:00.000,2023-02-20T09:00:49.983
114,Clerk-000003,Return application back to applicant,2023-02-20T09:00:49.983,2023-02-20T09:05:49.983
113,Clerk-000005,Check credit history,2023-02-20T08:30:04.037,2023-02-20T09:10:50.916
113,Appraiser-000002,Appraise property,2023-02-20T08:48:58.064,2023-02-20T09:20:30.460
112,AML Investigator-000001,AML check,2023-02-20T08:07:52.463,2023-02-20T09:27:48.943
115,Clerk-000002,Check application form completeness,2023-02-20T09:30:00.000,2023-02-20T09:35:39.098
113,Loan Officer-000003,Assess loan risk,2023-02-20T09:20:30.460,2023-02-20T09:40:30.460
115,AML Investigator-000002,AML check,2023-02-20T09:35:39.098,2023-02-20T09:43:19.066
115,Appraiser-000002,Appraise property,2023-02-20T09:35:39.098,2023-02-20T09:44:53.502
112,Loan Officer-000002,Assess loan risk,2023-02-20T09:27:48.943,2023-02-20T09:47:48.943
113,Clerk-000008,Reject application,2023-02-20T09:40:30.460,2023-02-20T09:50:30.460
111,Clerk-000004,Check credit history,2023-02-20T07:51:59.356,2023-02-20T09:50:55.655
112,Clerk-000006,Reject application,2023-02-20T09:47:48.943,2023-02-20T09:57:48.943
115,Clerk-000001,Check credit history,2023-02-20T09:35:39.098,2023-02-20T09:59:45.686
111,Appraiser-000001,Appraise property,2023-02-20T07:51:59.356,2023-02-20T10:01:05.108
114,Applicant-000001,Applicant completes form,2023-02-20T09:05:49.983,2023-02-20T10:05:49.983
114,Clerk-000003,Check application form completeness,2023-02-20T10:05:49.983,2023-02-20T10:08:20.041
116,Clerk-000007,Check application form completeness,2023-02-20T10:00:00.000,2023-02-20T10:08:47.187
116,Clerk-000002,Return application back to applicant,2023-02-20T10:08:47.187,2023-02-20T10:13:47.187
114,Clerk-000005,Check credit history,2023-02-20T10:08:20.041,2023-02-20T10:14:52.216
115,Loan Officer-000004,Assess loan risk,2023-02-20T09:59:45.686,2023-02-20T10:19:45.686
111,Loan Officer-000001,Assess loan risk,2023-02-20T10:01:05.108,2023-02-20T10:21:05.108
114,Appraiser-000002,Appraise property,2023-02-20T10:08:20.041,2023-02-20T10:27:08.714
111,Loan Officer-000003,Design loan offer,2023-02-20T10:21:05.108,2023-02-20T10:28:22.984
115,Clerk-000008,Reject application,2023-02-20T10:19:45.686,2023-02-20T10:29:45.686
111,Senior Officer-000001,Approve loan offer,2023-02-20T10:28:22.984,2023-02-20T10:48:22.984
111,Clerk-000006,Cancel application,2023-02-20T10:48:22.984,2023-02-20T10:53:22.984
117,Clerk-000004,Check application form completeness,2023-02-20T10:30:00.000,2023-02-20T11:00:27.038
117,Clerk-000003,Return application back to applicant,2023-02-20T11:00:27.038,2023-02-20T11:05:27.038
116,Applicant-000001,Applicant completes form,2023-02-20T10:13:47.187,2023-02-20T11:13:47.187
116,Clerk-000007,Check application form completeness,2023-02-20T11:13:47.187,2023-02-20T11:21:48.557
118,Clerk-000001,Check application form completeness,2023-02-20T11:00:00.000,2023-02-20T11:24:13.566
118,Clerk-000005,Check credit history,2023-02-20T11:24:13.566,2023-02-20T11:24:47.090
118,Appraiser-000002,Appraise property,2023-02-20T11:24:13.566,2023-02-20T11:33:40.041
116,Clerk-000002,Check credit history,2023-02-20T11:21:48.557,2023-02-20T11:36:31.668
119,Clerk-000008,Check application form completeness,2023-02-20T11:30:00.000,2023-02-20T11:36:42.445
